-7027.7253691108208,-4363.7576468433981,-44.630955776852943
-7007.4751524205503,-4322.1928518199147,-44.68025868547079
-6962.7559902111798,-4318.1791529114735,-44.628588516060518
-7044.7543298058663,-4299.4985163526808,-44.80588557155329
-7001.2449163154643,-4264.9030725914172,-44.73467790137579
-7057.1012508387648,-4256.7336405784436,-44.890707864533169
-3459.5468787992722,-3483.2330472031781,-36.755454559855252
-3415.9176385147134,-3480.561975978384,-36.530491274884298
-3373.7882116234546,-3442.9865408382843,-36.387595079961329
-3411.9581518296282,-3419.8383229077399,-36.495373560949247
-3455.3945599864492,-3405.8884726987194,-36.511241482174455
-3421.3152253925023,-3367.5396921095189,-36.472426385437984
-1598.9744150540907,-6225.9241672364615,-34.715378609280378
-1700.6627170094459,-6209.7827132381899,-35.025854288629944
-1647.109019618063,-6179.7468334012046,-34.982502662739989
-1710.9034963778677,-6164.685572798162,-34.984641397003998
